sample	variable	skewing	skewed
321453	TRiXi - whole blood	77.6	not_skewed
321465	TRiXi - whole blood	66.567	not_skewed
321467	TRiXi - whole blood	60	not_skewed
321469	TRiXi - whole blood	69.125	not_skewed
321478	TRiXi - whole blood	68.233	not_skewed
321482	TRiXi - whole blood	55.7	not_skewed
321834	TRiXi - whole blood	70.2	not_skewed
321841	TRiXi - whole blood	72.167	not_skewed
321852	TRiXi - whole blood	63.54	not_skewed
321883	TRiXi - whole blood	53.42	not_skewed
321890	TRiXi - whole blood	64.225	not_skewed
321892	TRiXi - whole blood	58.9	not_skewed
321922	TRiXi - whole blood	64.525	not_skewed
321932	TRiXi - whole blood	58.125	not_skewed
321945	TRiXi - whole blood	58.667	not_skewed
321954	TRiXi - whole blood	55.88	not_skewed
321957	TRiXi - whole blood	61.7	not_skewed
321966	TRiXi - whole blood	61.717	not_skewed
321967	TRiXi - whole blood	67.975	not_skewed
321976	TRiXi - whole blood	73.275	not_skewed
321977	TRiXi - whole blood	55.025	not_skewed
321984	TRiXi - whole blood	54.46	not_skewed
321987	TRiXi - whole blood	53.4	not_skewed
321992	TRiXi - whole blood	63.583	not_skewed
321994	TRiXi - whole blood	75.8	not_skewed
321996	TRiXi - whole blood	52	not_skewed
322012	TRiXi - whole blood	75.32	not_skewed
322039	TRiXi - whole blood	71.1	not_skewed
322041	TRiXi - whole blood	65	not_skewed
322043	TRiXi - whole blood	70.833	not_skewed
322053	TRiXi - whole blood	79.1	not_skewed
322068	TRiXi - whole blood	57.7	not_skewed
322082	TRiXi - whole blood	59.78	not_skewed
322327	TRiXi - whole blood	57.2	not_skewed
322347	TRiXi - whole blood	59.5	not_skewed
322354	TRiXi - whole blood	69.3	not_skewed
322365	TRiXi - whole blood	55.7	not_skewed
322384	TRiXi - whole blood	62.467	not_skewed
322394	TRiXi - whole blood	63.925	not_skewed
322411	TRiXi - whole blood	60.2	not_skewed
322421	TRiXi - whole blood	85	skewed
322464	TRiXi - whole blood	71.7	not_skewed
322468	TRiXi - whole blood	51.32	not_skewed
322620	TRiXi - whole blood	55.783	not_skewed
322646	TRiXi - whole blood	82.767	skewed
322671	TRiXi - whole blood	54.817	not_skewed
322730	TRiXi - whole blood	59.9	not_skewed
322731	TRiXi - whole blood	53.88	not_skewed
322738	TRiXi - whole blood	55.8	not_skewed
322755	TRiXi - whole blood	70.6	not_skewed
322757	TRiXi - whole blood	55.533	not_skewed
322779	TRiXi - whole blood	55.3	not_skewed
322784	TRiXi - whole blood	68.76	not_skewed
322828	TRiXi - whole blood	63.875	not_skewed
322829	TRiXi - whole blood	84.6	skewed
322835	TRiXi - whole blood	58.88	not_skewed
322860	TRiXi - whole blood	57.583	not_skewed
322892	TRiXi - whole blood	54.78	not_skewed
322910	TRiXi - whole blood	64.38	not_skewed
322920	TRiXi - whole blood	56.4	not_skewed
322960	TRiXi - whole blood	51.633	not_skewed
322978	TRiXi - whole blood	55.967	not_skewed
323211	TRiXi - whole blood	65.667	not_skewed
323213	TRiXi - whole blood	78.25	not_skewed
323221	TRiXi - whole blood	65.2	not_skewed
323236	TRiXi - whole blood	74.2	not_skewed
323240	TRiXi - whole blood	59.967	not_skewed
323252	TRiXi - whole blood	57.2	not_skewed
323259	TRiXi - whole blood	69.5	not_skewed
323266	TRiXi - whole blood	74.7	not_skewed
323285	TRiXi - whole blood	58.6	not_skewed
323286	TRiXi - whole blood	60.8	not_skewed
323296	TRiXi - whole blood	62.7	not_skewed
323313	TRiXi - whole blood	72.967	not_skewed
323315	TRiXi - whole blood	80.5	skewed
323317	TRiXi - whole blood	84.3	skewed
323327	TRiXi - whole blood	57.68	not_skewed
323333	TRiXi - whole blood	69	not_skewed
323356	TRiXi - whole blood	70.567	not_skewed
323361	TRiXi - whole blood	70.22	not_skewed
323952	TRiXi - whole blood	53.883	not_skewed
323955	TRiXi - whole blood	68.125	not_skewed
323984	TRiXi - whole blood	63.98	not_skewed
323987	TRiXi - whole blood	60.2	not_skewed
324002	TRiXi - whole blood	61.7	not_skewed
324003	TRiXi - whole blood	63.7	not_skewed
324010	TRiXi - whole blood	70.34	not_skewed
324044	TRiXi - whole blood	53.3	not_skewed
324048	TRiXi - whole blood	60.975	not_skewed
324062	TRiXi - whole blood	79.7	not_skewed
324064	TRiXi - whole blood	64.3	not_skewed
324066	TRiXi - whole blood	70.58	not_skewed
324074	TRiXi - whole blood	61.3	not_skewed
324093	TRiXi - whole blood	58.32	not_skewed
324122	TRiXi - whole blood	62.883	not_skewed
324126	TRiXi - whole blood	66.233	not_skewed
324147	TRiXi - whole blood	53	not_skewed
324188	TRiXi - whole blood	78.8	not_skewed
324192	TRiXi - whole blood	66.267	not_skewed
324193	TRiXi - whole blood	53	not_skewed
324194	TRiXi - whole blood	55.7	not_skewed
324196	TRiXi - whole blood	72.05	not_skewed
324215	TRiXi - whole blood	58.3	not_skewed
324222	TRiXi - whole blood	52	not_skewed
324228	TRiXi - whole blood	59.133	not_skewed
324249	TRiXi - whole blood	78.1	not_skewed
324251	TRiXi - whole blood	57.467	not_skewed
324408	TRiXi - whole blood	62.3	not_skewed
324415	TRiXi - whole blood	53.72	not_skewed
324416	TRiXi - whole blood	61.383	not_skewed
324420	TRiXi - whole blood	65.06	not_skewed
324421	TRiXi - whole blood	55	not_skewed
324431	TRiXi - whole blood	56.1	not_skewed
324434	TRiXi - whole blood	86.6	skewed
324643	TRiXi - whole blood	69.2	not_skewed
324645	TRiXi - whole blood	56.667	not_skewed
324655	TRiXi - whole blood	82.025	skewed
324657	TRiXi - whole blood	67.8	not_skewed
324664	TRiXi - whole blood	58.7	not_skewed
324681	TRiXi - whole blood	55.8	not_skewed
821022	TRiXi - whole blood	81.525	skewed
