sample	variable	value	XCI pattern
316604	mean	57	mosaic
316604	TRiXi1	60.4	mosaic
316604	TRiXi3	62.5	mosaic
316604	TRiXi4	50.8	mosaic
316604	TRiXi5	54.4	mosaic
316611	mean	52.9	mosaic
316611	TRiXi2	57.3	mosaic
316611	TRiXi3	50.7	mosaic
316611	TRiXi4	54.4	mosaic
316611	TRiXi5	51.8	mosaic
316613	mean	54.2	mosaic
316613	TRiXi1	53.8	mosaic
316613	TRiXi3	56.3	mosaic
316613	TRiXi4	52.4	mosaic
316635	mean	61.3	mosaic
316635	TRiXi1	68.7	mosaic
316635	TRiXi2	71.5	mosaic
316635	TRiXi3	57.6	mosaic
316635	TRiXi4	55.1	mosaic
316635	TRiXi5	53.6	mosaic
316647	mean	64.5	mosaic
316647	TRiXi1	60.4	mosaic
316647	TRiXi2	67.5	mosaic
316647	TRiXi3	71.1	mosaic
316647	TRiXi5	59.1	mosaic
316652	mean	81.9	extremely skewed
316652	TRiXi1	84.8	extremely skewed
316652	TRiXi3	79	extremely skewed
316653	mean	64.3	mosaic
316653	TRiXi1	55.4	mosaic
316653	TRiXi3	73.3	mosaic
316654	mean	73.3	skewed
316654	TRiXi2	78.3	skewed
316654	TRiXi3	66.3	skewed
316654	TRiXi4	70.9	skewed
316654	TRiXi5	77.7	skewed
316662	mean	57.2	mosaic
316662	TRiXi1	56.7	mosaic
316662	TRiXi2	56.8	mosaic
316662	TRiXi3	55.5	mosaic
316662	TRiXi4	61.8	mosaic
316662	TRiXi5	55.4	mosaic
316676	mean	55.5	mosaic
316676	TRiXi1	53.4	mosaic
316676	TRiXi2	59	mosaic
316676	TRiXi5	54.2	mosaic
316680	mean	54.7	mosaic
316680	TRiXi3	54.7	mosaic
316683	mean	55.3	mosaic
316683	TRiXi1	54.8	mosaic
316683	TRiXi2	54.7	mosaic
316683	TRiXi3	50.5	mosaic
316683	TRiXi4	63.1	mosaic
316683	TRiXi5	53.4	mosaic
316689	mean	64.7	mosaic
316689	TRiXi1	64.8	mosaic
316689	TRiXi2	66	mosaic
316689	TRiXi3	63.7	mosaic
316689	TRiXi5	64.4	mosaic
316700	mean	73	skewed
316700	TRiXi1	75.5	skewed
316700	TRiXi2	77.8	skewed
316700	TRiXi3	68.3	skewed
316700	TRiXi4	70.3	skewed
316707	mean	60.9	mosaic
316707	TRiXi1	52.3	mosaic
316707	TRiXi2	52.9	mosaic
316707	TRiXi3	60.9	mosaic
316707	TRiXi5	77.4	mosaic
316714	mean	63.3	mosaic
316714	TRiXi2	54	mosaic
316714	TRiXi3	68.1	mosaic
316721	mean	52	mosaic
316721	TRiXi2	51	mosaic
316721	TRiXi3	53.7	mosaic
316721	TRiXi5	51.4	mosaic
316732	mean	51.8	mosaic
316732	TRiXi1	51.8	mosaic
316755	mean	71.7	skewed
316755	TRiXi3	71.7	skewed
316757	mean	65.2	mosaic
316757	TRiXi1	72.1	mosaic
316757	TRiXi3	58.2	mosaic
316765	mean	66.2	mosaic
316765	TRiXi1	71.6	mosaic
316765	TRiXi3	60.9	mosaic
316769	mean	63.3	mosaic
316769	TRiXi1	66	mosaic
316769	TRiXi3	60.6	mosaic
316785	mean	62.3	mosaic
316785	TRiXi1	61.6	mosaic
316785	TRiXi3	63	mosaic
316795	mean	69.5	mosaic
316795	TRiXi2	68.8	mosaic
316798	mean	60.2	mosaic
316798	TRiXi1	65.5	mosaic
316798	TRiXi3	58.8	mosaic
316798	TRiXi4	53	mosaic
316798	TRiXi5	63.7	mosaic
316803	mean	83.3	extremely skewed
316803	TRiXi1	76.6	extremely skewed
316803	TRiXi4	87.4	extremely skewed
316803	TRiXi5	83.9	extremely skewed
316809	mean	60.6	mosaic
316809	TRiXi3	51.5	mosaic
316809	TRiXi4	54.1	mosaic
316809	TRiXi5	76.3	mosaic
316819	mean	72.9	skewed
316819	TRiXi1	72.9	skewed
316820	mean	69.7	mosaic
316820	TRiXi1	65.5	mosaic
316820	TRiXi2	72.7	mosaic
316820	TRiXi5	69.1	mosaic
316849	mean	53.6	mosaic
316849	TRiXi1	51.2	mosaic
316849	TRiXi3	53.1	mosaic
316849	TRiXi4	57	mosaic
316849	TRiXi5	53.1	mosaic
316856	mean	58.2	mosaic
316856	TRiXi1	58.4	mosaic
316856	TRiXi2	71.1	mosaic
316856	TRiXi3	50.5	mosaic
316856	TRiXi5	52.7	mosaic
316861	mean	56.3	mosaic
316861	TRiXi1	54.1	mosaic
316861	TRiXi3	58.5	mosaic
316879	mean	57.9	mosaic
316879	TRiXi1	61.1	mosaic
316879	TRiXi3	54.6	mosaic
316886	mean	67.7	mosaic
316886	TRiXi1	57.6	mosaic
316886	TRiXi3	67.2	mosaic
316886	TRiXi4	67	mosaic
316886	TRiXi5	79.1	mosaic
316903	mean	58	mosaic
316903	TRiXi1	54.4	mosaic
316903	TRiXi2	54.8	mosaic
316903	TRiXi4	66.6	mosaic
316903	TRiXi5	56.1	mosaic
316914	mean	63.7	mosaic
316914	TRiXi2	57	mosaic
316914	TRiXi4	65.7	mosaic
316960	mean	54.5	mosaic
316960	TRiXi1	53.8	mosaic
316960	TRiXi3	55.3	mosaic
316970	mean	54.4	mosaic
316970	TRiXi1	62.5	mosaic
316970	TRiXi2	56	mosaic
316970	TRiXi3	52.1	mosaic
316970	TRiXi4	50.5	mosaic
316970	TRiXi5	50.8	mosaic
316972	mean	57.1	mosaic
316972	TRiXi1	55	mosaic
316972	TRiXi3	54.2	mosaic
316972	TRiXi4	55.8	mosaic
316972	TRiXi5	63.3	mosaic
316977	mean	82.4	extremely skewed
316977	TRiXi1	82.9	extremely skewed
316977	TRiXi3	86.2	extremely skewed
316977	TRiXi4	79.9	extremely skewed
316977	TRiXi5	80.4	extremely skewed
316984	mean	58.9	mosaic
316984	TRiXi1	68	mosaic
316984	TRiXi2	50.4	mosaic
316984	TRiXi3	65.1	mosaic
316984	TRiXi5	52.3	mosaic
316987	mean	57.7	mosaic
316987	TRiXi1	52.7	mosaic
316987	TRiXi3	62.6	mosaic
316994	mean	57.9	mosaic
316994	TRiXi1	60.3	mosaic
316994	TRiXi2	52.9	mosaic
316994	TRiXi3	55.1	mosaic
316994	TRiXi5	60	mosaic
316997	mean	54.6	mosaic
316997	TRiXi1	50.7	mosaic
316997	TRiXi2	54.7	mosaic
316998	mean	69.5	skewed
316998	TRiXi2	77.4	skewed
316998	TRiXi5	69.3	skewed
317001	mean	59.5	mosaic
317001	TRiXi1	55.1	mosaic
317001	TRiXi2	51.6	mosaic
317001	TRiXi5	71.8	mosaic
317006	mean	93.8	extremely skewed
317006	TRiXi1	92.1	extremely skewed
317006	TRiXi3	95.5	extremely skewed
317008	mean	69.6	mosaic
317008	TRiXi1	56.6	mosaic
317008	TRiXi3	69	mosaic
317008	TRiXi5	76.9	mosaic
317017	mean	63.8	mosaic
317017	TRiXi1	66	mosaic
317017	TRiXi2	56.6	mosaic
317017	TRiXi3	62.6	mosaic
317017	TRiXi5	66.1	mosaic
317023	mean	60.7	mosaic
317023	TRiXi1	53.7	mosaic
317023	TRiXi2	65.9	mosaic
317023	TRiXi3	57.4	mosaic
317023	TRiXi5	64.5	mosaic
317027	mean	70.8	skewed
317027	TRiXi1	80.5	skewed
317027	TRiXi2	63.7	skewed
317027	TRiXi3	73.1	skewed
317027	TRiXi5	67.6	skewed
317031	mean	78.4	skewed
317031	TRiXi1	86.3	skewed
317031	TRiXi2	70.6	skewed
317043	mean	54.4	mosaic
317043	TRiXi1	57.4	mosaic
317043	TRiXi4	51.2	mosaic
317043	TRiXi5	54.6	mosaic
317048	mean	58.2	mosaic
317048	TRiXi2	61.9	mosaic
317048	TRiXi3	55.3	mosaic
317048	TRiXi5	63.2	mosaic
317055	mean	63.9	mosaic
317055	TRiXi2	51.4	mosaic
317055	TRiXi3	66.9	mosaic
317055	TRiXi5	73.3	mosaic
317064	mean	56.2	mosaic
317064	TRiXi1	65.7	mosaic
317064	TRiXi3	52.9	mosaic
317064	TRiXi4	51.9	mosaic
317064	TRiXi5	54.3	mosaic
317065	mean	65.3	mosaic
317065	TRiXi1	68.2	mosaic
317065	TRiXi2	63.2	mosaic
317065	TRiXi4	67.1	mosaic
317065	TRiXi5	63.2	mosaic
317067	mean	52.4	mosaic
317067	TRiXi1	54.2	mosaic
317067	TRiXi4	50.1	mosaic
317081	mean	59	mosaic
317081	TRiXi1	74.8	mosaic
317081	TRiXi2	53.9	mosaic
317081	TRiXi3	50.7	mosaic
317081	TRiXi5	56.8	mosaic
317112	mean	59.1	mosaic
317112	TRiXi1	75.5	mosaic
317112	TRiXi3	50.1	mosaic
317112	TRiXi5	51.8	mosaic
317121	mean	65	mosaic
317121	TRiXi2	61.9	mosaic
317121	TRiXi3	66.4	mosaic
317121	TRiXi4	70.3	mosaic
317121	TRiXi5	61.5	mosaic
317134	mean	57	mosaic
317134	TRiXi1	50.5	mosaic
317134	TRiXi3	58.1	mosaic
317134	TRiXi5	62.3	mosaic
317158	mean	81.4	extremely skewed
317158	TRiXi1	82	extremely skewed
317158	TRiXi3	80.9	extremely skewed
317159	mean	62.1	mosaic
317159	TRiXi3	62.1	mosaic
317168	mean	78.7	skewed
317168	TRiXi1	74.9	skewed
317168	TRiXi3	82.5	skewed
317189	mean	63.4	mosaic
317189	TRiXi1	66.6	mosaic
317189	TRiXi3	60.3	mosaic
317204	mean	54.1	mosaic
317204	TRiXi3	54.1	mosaic
317205	mean	57.8	mosaic
317205	TRiXi1	59.2	mosaic
317205	TRiXi3	52.7	mosaic
317205	TRiXi5	61.5	mosaic
317218	mean	61.6	mosaic
317218	TRiXi3	55.3	mosaic
317218	TRiXi5	64.5	mosaic
317233	mean	74.1	skewed
317233	TRiXi1	70.5	skewed
317233	TRiXi3	77.7	skewed
317234	mean	52.3	mosaic
317234	TRiXi1	50.8	mosaic
317234	TRiXi3	53.8	mosaic
317243	mean	61.5	mosaic
317243	TRiXi3	61.5	mosaic
317258	mean	57.1	mosaic
317258	TRiXi3	57.1	mosaic
317280	mean	54	mosaic
317280	TRiXi1	56.1	mosaic
317280	TRiXi2	55.8	mosaic
317280	TRiXi3	50	mosaic
317280	TRiXi4	53.9	mosaic
317281	mean	53.1	mosaic
317281	TRiXi1	53.8	mosaic
317281	TRiXi2	52	mosaic
317281	TRiXi3	53.9	mosaic
317281	TRiXi4	51.4	mosaic
317281	TRiXi5	54.2	mosaic
317292	mean	67.3	mosaic
317292	TRiXi1	72.2	mosaic
317292	TRiXi3	62.5	mosaic
317296	mean	56.3	mosaic
317296	TRiXi1	52.8	mosaic
317296	TRiXi2	51.3	mosaic
317296	TRiXi3	57.9	mosaic
317296	TRiXi5	63.2	mosaic
317315	mean	57.5	mosaic
317315	TRiXi2	52	mosaic
317315	TRiXi4	55	mosaic
317315	TRiXi5	65.5	mosaic
317317	mean	60.1	mosaic
317317	TRiXi1	50.2	mosaic
317317	TRiXi2	84.8	mosaic
317317	TRiXi3	51.5	mosaic
317317	TRiXi5	54	mosaic
317347	mean	67.1	mosaic
317347	TRiXi4	74.7	mosaic
317347	TRiXi5	59.5	mosaic
317361	mean	64.1	mosaic
317361	TRiXi3	64.1	mosaic
317366	mean	55.2	mosaic
317366	TRiXi1	58.7	mosaic
317366	TRiXi2	57.3	mosaic
317366	TRiXi3	54.6	mosaic
317366	TRiXi5	50.3	mosaic
317380	mean	61	mosaic
317380	TRiXi1	50.7	mosaic
317380	TRiXi2	61.2	mosaic
317380	TRiXi3	62.2	mosaic
317380	TRiXi5	69.9	mosaic
317386	mean	58.1	mosaic
317386	TRiXi2	64.4	mosaic
317386	TRiXi4	54.9	mosaic
317386	TRiXi5	54.9	mosaic
317398	mean	52.8	mosaic
317398	TRiXi2	55.5	mosaic
317398	TRiXi3	51.1	mosaic
317398	TRiXi5	51.9	mosaic
317402	mean	54.2	mosaic
317402	TRiXi3	54.4	mosaic
317402	TRiXi4	55.6	mosaic
317402	TRiXi5	52.6	mosaic
317409	mean	53.2	mosaic
317409	TRiXi3	50.1	mosaic
317409	TRiXi4	56.4	mosaic
317412	mean	55.9	mosaic
317412	TRiXi1	60.7	mosaic
317412	TRiXi2	51.8	mosaic
317412	TRiXi3	56.3	mosaic
317412	TRiXi4	56.6	mosaic
317412	TRiXi5	53.9	mosaic
317419	mean	58.3	mosaic
317419	TRiXi2	64.2	mosaic
317419	TRiXi3	56.3	mosaic
317419	TRiXi4	55.9	mosaic
317419	TRiXi5	56.9	mosaic
317427	mean	57.7	mosaic
317427	TRiXi1	53.6	mosaic
317427	TRiXi3	58.1	mosaic
317427	TRiXi4	58	mosaic
317427	TRiXi5	61.2	mosaic
317431	mean	60.8	mosaic
317431	TRiXi1	59.3	mosaic
317431	TRiXi3	62.2	mosaic
317438	mean	56.7	mosaic
317438	TRiXi1	59.2	mosaic
317438	TRiXi3	54.1	mosaic
317450	mean	66.8	mosaic
317450	TRiXi1	62.4	mosaic
317450	TRiXi3	65.7	mosaic
317450	TRiXi4	64.8	mosaic
317450	TRiXi5	74.3	mosaic
317457	mean	54	mosaic
317457	TRiXi1	52.4	mosaic
317457	TRiXi3	55.5	mosaic
317460	mean	68	mosaic
317460	TRiXi1	58.2	mosaic
317460	TRiXi2	78	mosaic
317460	TRiXi4	65.9	mosaic
317460	TRiXi5	70	mosaic
317464	mean	57.7	mosaic
317464	TRiXi3	57.7	mosaic
317490	mean	50.8	mosaic
317490	TRiXi3	50.8	mosaic
317491	mean	55.8	mosaic
317491	TRiXi1	59.8	mosaic
317491	TRiXi3	51.9	mosaic
317498	mean	62.8	mosaic
317498	TRiXi2	50.3	mosaic
317498	TRiXi3	67.8	mosaic
317498	TRiXi4	60.4	mosaic
317498	TRiXi5	72.6	mosaic
317501	mean	51.3	mosaic
317501	TRiXi1	50.4	mosaic
317501	TRiXi2	52.2	mosaic
317513	mean	71	mosaic
317513	TRiXi1	72.5	mosaic
317513	TRiXi3	69.4	mosaic
317526	mean	50.8	mosaic
317526	TRiXi3	50.8	mosaic
317543	mean	60.3	mosaic
317543	TRiXi3	60.3	mosaic
317551	mean	52.1	mosaic
317551	TRiXi3	52.1	mosaic
317568	mean	70.9	mosaic
317568	TRiXi1	78.6	mosaic
317568	TRiXi2	73.5	mosaic
317568	TRiXi3	75.1	mosaic
317568	TRiXi4	56.5	mosaic
317597	mean	75.1	skewed
317597	TRiXi1	72.4	skewed
317597	TRiXi3	77.8	skewed
317607	mean	59	mosaic
317607	TRiXi1	62.4	mosaic
317607	TRiXi3	55.5	mosaic
317624	mean	60.4	mosaic
317624	TRiXi1	54.1	mosaic
317624	TRiXi2	63.7	mosaic
317624	TRiXi3	61	mosaic
317624	TRiXi4	62.9	mosaic
317631	mean	85.1	extremely skewed
317631	TRiXi1	85.1	extremely skewed
317636	mean	55.1	mosaic
317636	TRiXi1	54.7	mosaic
317636	TRiXi3	55.5	mosaic
317661	mean	55.9	mosaic
317661	TRiXi1	57.2	mosaic
317661	TRiXi2	57.5	mosaic
317661	TRiXi3	55.2	mosaic
317661	TRiXi4	52.7	mosaic
317661	TRiXi5	56.7	mosaic
317669	mean	56.6	mosaic
317669	TRiXi1	63	mosaic
317669	TRiXi3	50.3	mosaic
317671	mean	76.9	skewed
317671	TRiXi1	79.8	skewed
317671	TRiXi2	87.3	skewed
317671	TRiXi4	67.9	skewed
317674	mean	61.3	mosaic
317674	TRiXi3	61.3	mosaic
317680	mean	62.5	mosaic
317680	TRiXi1	62.5	mosaic
317689	mean	70.9	mosaic
317689	TRiXi1	70.9	mosaic
317706	mean	56.5	mosaic
317706	TRiXi1	57.8	mosaic
317706	TRiXi2	55.1	mosaic
317710	mean	66.1	mosaic
317710	TRiXi1	68.8	mosaic
317710	TRiXi3	63.4	mosaic
317711	mean	63.3	mosaic
317711	TRiXi1	66.1	mosaic
317711	TRiXi3	64.8	mosaic
317711	TRiXi4	61.2	mosaic
317711	TRiXi5	61.2	mosaic
317722	mean	68.6	mosaic
317722	TRiXi1	65	mosaic
317722	TRiXi3	72.1	mosaic
317727	mean	76.6	skewed
317727	TRiXi1	76.6	skewed
317734	mean	70.3	mosaic
317734	TRiXi1	73.6	mosaic
317734	TRiXi2	72.5	mosaic
317734	TRiXi3	64.8	mosaic
317734	TRiXi4	69.9	mosaic
317734	TRiXi5	70.9	mosaic
317740	mean	57.2	mosaic
317740	TRiXi1	50.3	mosaic
317740	TRiXi2	63.2	mosaic
317740	TRiXi3	56.8	mosaic
317740	TRiXi4	63.5	mosaic
317740	TRiXi5	52	mosaic
317766	mean	54.5	mosaic
317766	TRiXi1	51	mosaic
317766	TRiXi2	60.4	mosaic
317766	TRiXi3	53.7	mosaic
317766	TRiXi4	53.4	mosaic
317766	TRiXi5	53.8	mosaic
317767	mean	58.5	mosaic
317767	TRiXi1	65.1	mosaic
317767	TRiXi3	51.9	mosaic
317779	mean	80.3	extremely skewed
317779	TRiXi1	77.5	extremely skewed
317779	TRiXi3	83.1	extremely skewed
317793	mean	60.5	mosaic
317793	TRiXi1	60	mosaic
317793	TRiXi2	77.1	mosaic
317793	TRiXi3	51.5	mosaic
317793	TRiXi5	53.6	mosaic
317803	mean	56.4	mosaic
317803	TRiXi1	55.5	mosaic
317803	TRiXi3	56.7	mosaic
317803	TRiXi4	58.2	mosaic
317803	TRiXi5	55.3	mosaic
317824	mean	67.7	mosaic
317824	TRiXi1	74.2	mosaic
317824	TRiXi3	61.2	mosaic
317838	mean	60	mosaic
317838	TRiXi1	51.7	mosaic
317838	TRiXi2	76.9	mosaic
317838	TRiXi3	51.4	mosaic
317848	mean	64.8	mosaic
317848	TRiXi1	67	mosaic
317848	TRiXi3	62.5	mosaic
317852	mean	62.3	mosaic
317852	TRiXi1	62.3	mosaic
317855	mean	57	mosaic
317855	TRiXi1	57.1	mosaic
317855	TRiXi2	56.9	mosaic
317855	TRiXi3	54.6	mosaic
317855	TRiXi5	59.6	mosaic
317904	mean	59.1	mosaic
317904	TRiXi1	62.4	mosaic
317904	TRiXi2	64	mosaic
317904	TRiXi3	60.2	mosaic
317904	TRiXi4	52.7	mosaic
317904	TRiXi5	56.1	mosaic
317910	mean	59	mosaic
317910	TRiXi2	68.1	mosaic
317910	TRiXi4	54.8	mosaic
317913	mean	57.4	mosaic
317913	TRiXi1	51.3	mosaic
317913	TRiXi2	69.1	mosaic
317913	TRiXi5	51.9	mosaic
317917	mean	60.5	mosaic
317917	TRiXi1	52.8	mosaic
317917	TRiXi2	71.2	mosaic
317917	TRiXi3	56.5	mosaic
317917	TRiXi4	63.2	mosaic
317917	TRiXi5	58.7	mosaic
317921	mean	58	mosaic
317921	TRiXi3	58	mosaic
317935	mean	58	mosaic
317935	TRiXi1	50.7	mosaic
317935	TRiXi2	52.9	mosaic
317935	TRiXi3	53.9	mosaic
317935	TRiXi4	69.4	mosaic
317935	TRiXi5	63.3	mosaic
317958	mean	61.7	mosaic
317958	TRiXi1	65.3	mosaic
317958	TRiXi3	58.1	mosaic
317959	mean	55	mosaic
317959	TRiXi1	56.1	mosaic
317959	TRiXi3	52.7	mosaic
317959	TRiXi4	52.9	mosaic
317959	TRiXi5	58.1	mosaic
317974	mean	53.6	mosaic
317974	TRiXi1	53.6	mosaic
318005	mean	51.8	mosaic
318005	TRiXi1	52.7	mosaic
318005	TRiXi3	50.9	mosaic
318021	mean	66	mosaic
318021	TRiXi1	77.5	mosaic
318021	TRiXi2	56.9	mosaic
318021	TRiXi3	63.5	mosaic
318025	mean	75	skewed
318025	TRiXi1	67.8	skewed
318025	TRiXi4	76.9	skewed
318025	TRiXi5	80.2	skewed
318029	mean	53.9	mosaic
318029	TRiXi1	53.4	mosaic
318029	TRiXi3	54.4	mosaic
318030	mean	65.8	mosaic
318030	TRiXi3	61	mosaic
318030	TRiXi4	72.6	mosaic
318030	TRiXi5	67.8	mosaic
318034	mean	83.1	extremely skewed
318034	TRiXi1	79.3	extremely skewed
318034	TRiXi3	80.1	extremely skewed
318034	TRiXi4	83.7	extremely skewed
318034	TRiXi5	89.4	extremely skewed
318035	mean	61.1	mosaic
318035	TRiXi1	58.8	mosaic
318035	TRiXi2	60.1	mosaic
318035	TRiXi3	60.1	mosaic
318035	TRiXi4	60.9	mosaic
318035	TRiXi5	65.6	mosaic
318050	mean	65.6	mosaic
318050	TRiXi1	73	mosaic
318050	TRiXi2	56.4	mosaic
318050	TRiXi3	54.1	mosaic
318050	TRiXi4	79.5	mosaic
318050	TRiXi5	65.2	mosaic
318058	mean	60.2	mosaic
318058	TRiXi1	59.2	mosaic
318058	TRiXi3	61.1	mosaic
318075	mean	57.7	mosaic
318075	TRiXi1	63.8	mosaic
318075	TRiXi2	53.9	mosaic
318075	TRiXi3	54.1	mosaic
318075	TRiXi4	56.9	mosaic
318075	TRiXi5	59.9	mosaic
318085	mean	56.9	mosaic
318085	TRiXi1	52.2	mosaic
318085	TRiXi3	61.5	mosaic
318088	mean	63.1	mosaic
318088	TRiXi1	64.4	mosaic
318088	TRiXi2	56.1	mosaic
318088	TRiXi4	68.7	mosaic
318095	mean	76.3	skewed
318095	TRiXi1	73.6	skewed
318095	TRiXi2	77.2	skewed
318095	TRiXi5	83.2	skewed
318113	mean	61.5	mosaic
318113	TRiXi2	65.8	mosaic
318113	TRiXi3	63.9	mosaic
318113	TRiXi4	54.7	mosaic
318120	mean	64	mosaic
318120	TRiXi1	64.9	mosaic
318120	TRiXi3	63	mosaic
318126	mean	60.8	mosaic
318126	TRiXi1	59	mosaic
318126	TRiXi2	57.1	mosaic
318126	TRiXi3	63.3	mosaic
318126	TRiXi5	63.9	mosaic
318136	mean	70.7	mosaic
318136	TRiXi1	63.1	mosaic
318136	TRiXi2	80.1	mosaic
318136	TRiXi3	64.8	mosaic
318136	TRiXi4	74.8	mosaic
318136	TRiXi5	70.5	mosaic
318150	mean	71.8	skewed
318150	TRiXi1	69	skewed
318150	TRiXi2	79.9	skewed
318150	TRiXi3	66.6	skewed
318160	mean	58.1	mosaic
318160	TRiXi1	58.8	mosaic
318160	TRiXi3	57.5	mosaic
318165	mean	73.2	skewed
318165	TRiXi1	58.6	skewed
318165	TRiXi3	79.6	skewed
318165	TRiXi5	81.5	skewed
318176	mean	61.7	mosaic
318176	TRiXi1	65.4	mosaic
318176	TRiXi2	59.1	mosaic
318176	TRiXi3	60.7	mosaic
318176	TRiXi5	61.4	mosaic
318198	mean	53.5	mosaic
318198	TRiXi1	53.2	mosaic
318198	TRiXi3	53.8	mosaic
318205	mean	70.5	mosaic
318205	TRiXi1	60.5	mosaic
318205	TRiXi3	71.5	mosaic
318205	TRiXi5	79.4	mosaic
318244	mean	77.4	skewed
318244	TRiXi1	79.4	skewed
318244	TRiXi3	76.6	skewed
318244	TRiXi4	74.1	skewed
318244	TRiXi5	79.5	skewed
318250	mean	72.6	skewed
318250	TRiXi1	76.4	skewed
318250	TRiXi2	75.8	skewed
318250	TRiXi4	66.4	skewed
318252	mean	57.4	mosaic
318252	TRiXi1	57.4	mosaic
318257	mean	52	mosaic
318257	TRiXi1	52.6	mosaic
318257	TRiXi3	51.5	mosaic
318271	mean	58.8	mosaic
318271	TRiXi1	60.7	mosaic
318271	TRiXi3	58.7	mosaic
318271	TRiXi4	57	mosaic
318288	mean	61.9	mosaic
318288	TRiXi1	65.4	mosaic
318288	TRiXi2	72.8	mosaic
318288	TRiXi3	59.1	mosaic
318288	TRiXi4	51	mosaic
318288	TRiXi5	61.3	mosaic
318290	mean	58	mosaic
318290	TRiXi1	60.5	mosaic
318291	mean	54	mosaic
318291	TRiXi1	56.1	mosaic
318291	TRiXi2	55.7	mosaic
318291	TRiXi3	50.6	mosaic
318291	TRiXi5	53.6	mosaic
318292	mean	53.9	mosaic
318292	TRiXi1	55.9	mosaic
318292	TRiXi2	55.9	mosaic
318292	TRiXi3	52.8	mosaic
318292	TRiXi5	51.1	mosaic
318293	mean	59.3	mosaic
318293	TRiXi1	59.3	mosaic
318322	mean	66.3	mosaic
318322	TRiXi2	93.6	mosaic
318322	TRiXi3	62.6	mosaic
318322	TRiXi4	52.6	mosaic
318322	TRiXi5	56.6	mosaic
318326	mean	65.1	mosaic
318326	TRiXi1	57.8	mosaic
318326	TRiXi2	58.4	mosaic
318326	TRiXi3	68.4	mosaic
318326	TRiXi5	74.2	mosaic
318328	mean	66.6	mosaic
318328	TRiXi1	72.4	mosaic
318328	TRiXi2	62.3	mosaic
318328	TRiXi3	63.9	mosaic
318328	TRiXi5	67.6	mosaic
318329	mean	70.1	mosaic
318329	TRiXi1	75.1	mosaic
318329	TRiXi3	67.6	mosaic
318329	TRiXi4	67.7	mosaic
318333	mean	54.5	mosaic
318333	TRiXi1	58.8	mosaic
318333	TRiXi3	50.1	mosaic
318344	mean	65.6	mosaic
318344	TRiXi1	65.4	mosaic
318344	TRiXi3	69.8	mosaic
318344	TRiXi4	61.6	mosaic
318351	mean	57.2	mosaic
318351	TRiXi2	63.5	mosaic
318351	TRiXi3	53.4	mosaic
318374	mean	53.4	mosaic
318374	TRiXi2	53.1	mosaic
318374	TRiXi3	51.1	mosaic
318374	TRiXi5	57.6	mosaic
318417	mean	63.7	mosaic
318417	TRiXi1	66.9	mosaic
318417	TRiXi3	60.4	mosaic
318422	mean	70.4	mosaic
318422	TRiXi2	73.6	mosaic
318422	TRiXi3	67.1	mosaic
318422	TRiXi4	69	mosaic
318422	TRiXi5	71.8	mosaic
318433	mean	58.6	mosaic
318433	TRiXi1	53.2	mosaic
318433	TRiXi3	54.1	mosaic
318433	TRiXi4	70.7	mosaic
318433	TRiXi5	56.5	mosaic
318450	mean	50.4	mosaic
318450	TRiXi1	50.4	mosaic
318458	mean	54.3	mosaic
318458	TRiXi1	52.9	mosaic
318458	TRiXi2	53.1	mosaic
318458	TRiXi4	53.4	mosaic
318458	TRiXi5	57.7	mosaic
318466	mean	77.3	skewed
318466	TRiXi1	76.6	skewed
318466	TRiXi3	78	skewed
318470	mean	63.8	mosaic
318470	TRiXi3	63.8	mosaic
318485	mean	66.1	mosaic
318485	TRiXi3	61	mosaic
318485	TRiXi5	71.2	mosaic
318489	mean	54.3	mosaic
318489	TRiXi1	59.3	mosaic
318489	TRiXi4	53	mosaic
318489	TRiXi5	50.5	mosaic
318497	mean	55.5	mosaic
318497	TRiXi1	58.9	mosaic
318497	TRiXi3	52.2	mosaic
318520	mean	54	mosaic
318520	TRiXi1	56.3	mosaic
318520	TRiXi3	51.6	mosaic
318523	mean	59.9	mosaic
318523	TRiXi2	63.7	mosaic
318523	TRiXi3	50.5	mosaic
318523	TRiXi5	65.4	mosaic
318531	mean	82	extremely skewed
318531	TRiXi3	78.9	extremely skewed
318531	TRiXi4	77.1	extremely skewed
318531	TRiXi5	89.9	extremely skewed
318573	mean	60.2	mosaic
318573	TRiXi1	60.2	mosaic
318580	mean	63.6	mosaic
318580	TRiXi3	63.6	mosaic
318581	mean	63.5	mosaic
318581	TRiXi1	71.3	mosaic
318581	TRiXi2	56.8	mosaic
318581	TRiXi3	57.5	mosaic
318581	TRiXi5	68.3	mosaic
318600	mean	72.7	skewed
318600	TRiXi1	72.7	skewed
318609	mean	80.3	extremely skewed
318609	TRiXi1	80.2	extremely skewed
318609	TRiXi3	80.5	extremely skewed
318625	mean	56.2	mosaic
318625	TRiXi1	57.6	mosaic
318625	TRiXi2	50.5	mosaic
318625	TRiXi3	52.2	mosaic
318625	TRiXi4	64.2	mosaic
318625	TRiXi5	56.3	mosaic
318641	mean	55.3	mosaic
318641	TRiXi1	56.5	mosaic
318641	TRiXi3	56.5	mosaic
318641	TRiXi4	52.9	mosaic
318642	mean	53.5	mosaic
318642	TRiXi1	60.5	mosaic
318642	TRiXi2	52.2	mosaic
318642	TRiXi3	50	mosaic
318642	TRiXi4	52.7	mosaic
318642	TRiXi5	52.2	mosaic
318643	mean	65.2	mosaic
