sample	method	variable	n	min	max	median	iqr	mean	sd	se	ci
318075	full	value	6	53.9	63.8	57.3	4.55	57.717	3.744	1.528	3.929
318085	mini	value	3	52.2	61.5	56.9	4.65	56.867	4.65	2.685	11.551
318088	full	value	4	56.1	68.7	63.75	4.125	63.075	5.23	2.615	8.322
318095	full	value	4	73.6	83.2	76.75	3.075	77.575	4.05	2.025	6.444
318113	full	value	4	54.7	65.8	62.7	4.575	61.475	4.847	2.424	7.713
318120	mini	value	3	63	64.9	64	0.95	63.967	0.95	0.549	2.361
318126	full	value	5	57.1	63.9	60.8	4.3	60.82	2.863	1.28	3.555
318136	full	value	6	63.1	80.1	70.6	7.55	70.667	6.289	2.568	6.6
318150	full	value	4	66.6	79.9	70.4	5.425	71.825	5.788	2.894	9.209
318160	mini	value	3	57.5	58.8	58.1	0.65	58.133	0.651	0.376	1.616
318165	full	value	4	58.6	81.5	76.4	10.525	73.225	10.376	5.188	16.511
318176	full	value	5	59.1	65.4	61.4	1	61.66	2.32	1.038	2.881
318198	mini	value	3	53.2	53.8	53.5	0.3	53.5	0.3	0.173	0.745
318205	full	value	4	60.5	79.4	71	5.475	70.475	7.75	3.875	12.333
318244	full	value	5	74.1	79.5	77.4	2.8	77.4	2.233	0.998	2.772
318250	full	value	4	66.4	76.4	74.2	4.9	72.8	4.581	2.291	7.29
318252	mini	value	2	57.4	57.4	57.4	0	57.4	0	0	0
318257	mini	value	3	51.5	52.6	52	0.55	52.033	0.551	0.318	1.368
318271	full	value	4	57	60.7	58.75	1	58.8	1.512	0.756	2.406
318288	full	value	6	51	72.8	61.6	4.875	61.917	7.184	2.933	7.539
318290	full	value	2	58	60.5	59.25	1.25	59.25	1.768	1.25	15.883
318291	full	value	5	50.6	56.1	54	2.1	54	2.181	0.975	2.708
318292	full	value	5	51.1	55.9	53.9	3.1	53.92	2.064	0.923	2.563
318293	mini	value	2	59.3	59.3	59.3	0	59.3	0	0	0
318322	full	value	5	52.6	93.6	62.6	9.7	66.34	16.13	7.214	20.028
318326	full	value	5	57.8	74.2	65.1	10	64.78	6.917	3.093	8.588
318328	full	value	5	62.3	72.4	66.6	3.7	66.56	3.886	1.738	4.825
318329	full	value	4	67.6	75.1	68.9	3.675	70.125	3.512	1.756	5.589
318333	mini	value	3	50.1	58.8	54.5	4.35	54.467	4.35	2.512	10.806
318344	full	value	4	61.6	69.8	65.5	2.2	65.6	3.351	1.675	5.332
318351	full	value	3	53.4	63.5	57.2	5.05	58.033	5.101	2.945	12.672
318374	full	value	4	51.1	57.6	53.25	1.85	53.8	2.731	1.366	4.346
318417	mini	value	3	60.4	66.9	63.7	3.25	63.667	3.25	1.876	8.074
318422	full	value	5	67.1	73.6	70.4	2.8	70.38	2.502	1.119	3.107
318433	full	value	5	53.2	70.7	56.5	4.5	58.62	7.075	3.164	8.785
318450	mini	value	2	50.4	50.4	50.4	0	50.4	0	0	0
318458	full	value	5	52.9	57.7	53.4	1.2	54.28	1.985	0.888	2.465
318466	mini	value	3	76.6	78	77.3	0.7	77.3	0.7	0.404	1.739
318470	mini	value	2	63.8	63.8	63.8	0	63.8	0	0	0
318485	full	value	3	61	71.2	66.1	5.1	66.1	5.1	2.944	12.669
318489	full	value	4	50.5	59.3	53.65	3.175	54.275	3.703	1.851	5.892
318497	mini	value	3	52.2	58.9	55.5	3.35	55.533	3.35	1.934	8.322
318520	mini	value	3	51.6	56.3	54	2.35	53.967	2.35	1.357	5.838
318523	full	value	4	50.5	65.4	61.8	6.575	59.875	6.66	3.33	10.597
318531	full	value	4	77.1	89.9	80.45	5.525	81.975	5.658	2.829	9.003
318573	mini	value	2	60.2	60.2	60.2	0	60.2	0	0	0
318580	mini	value	2	63.6	63.6	63.6	0	63.6	0	0	0
318581	full	value	5	56.8	71.3	63.5	10.8	63.48	6.418	2.87	7.969
318600	mini	value	2	72.7	72.7	72.7	0	72.7	0	0	0
318609	mini	value	3	80.2	80.5	80.3	0.15	80.333	0.153	0.088	0.379
318625	full	value	6	50.5	64.2	56.25	4.075	56.167	4.784	1.953	5.021
318641	full	value	4	52.9	56.5	55.9	1.8	55.3	1.697	0.849	2.7
318642	full	value	6	50	60.5	52.45	1.1	53.517	3.613	1.475	3.792
318643	full	value	5	58.9	74.7	65.2	3.9	65.18	5.979	2.674	7.424
318662	full	value	5	50.3	67.8	56.3	5.5	56.34	7.025	3.142	8.723
318680	full	value	4	70.9	85.4	77.9	3.775	78.025	5.922	2.961	9.423
318689	mini	value	3	59.4	70	64.7	5.3	64.7	5.3	3.06	13.166
318726	mini	value	2	68.5	68.5	68.5	0	68.5	0	0	0
318730	full	value	3	55.6	64.7	61.5	4.55	60.6	4.616	2.665	11.467
318736	mini	value	3	57.3	58.6	58	0.65	57.967	0.651	0.376	1.616
318745	mini	value	2	83.7	83.7	83.7	0	83.7	0	0	0
318761	full	value	6	51.7	70.6	57.6	1.775	58.867	6.274	2.561	6.584
318765	full	value	6	63.4	77.9	72.4	3.475	72.167	4.967	2.028	5.212
318766	full	value	6	50.2	63.7	53.25	4.55	54.383	5.053	2.063	5.303
318793	mini	value	3	58.2	59.3	58.8	0.55	58.767	0.551	0.318	1.368
318799	full	value	6	50.2	57.6	52.2	3.45	53.1	2.826	1.154	2.965
318810	full	value	4	57	63	59.8	3.15	59.9	2.612	1.306	4.155
318812	mini	value	3	56.3	66.4	61.4	5.05	61.367	5.05	2.916	12.545
318825	full	value	4	50	55.5	50.9	2.725	51.825	2.593	1.296	4.126
318852	full	value	3	61.4	64.5	63.7	1.55	63.2	1.609	0.929	3.998
318863	full	value	4	55.1	67.6	62.05	3.65	61.7	5.127	2.564	8.158
318889	mini	value	2	62.5	62.5	62.5	0	62.5	0	0	0
319000	mini	value	2	51.1	51.1	51.1	0	51.1	0	0	0
319015	mini	value	2	58.8	58.8	58.8	0	58.8	0	0	0
319016	mini	value	3	52.9	61.1	57	4.1	57	4.1	2.367	10.185
319023	full	value	4	57.9	62.5	58.75	1.825	59.475	2.089	1.044	3.324
319037	full	value	5	53.6	56.1	54.7	1.8	54.68	1.103	0.493	1.37
319042	full	value	5	57.2	60.2	58.9	1.7	58.92	1.24	0.554	1.539
319056	full	value	4	59.2	61.3	60.5	0.675	60.375	0.873	0.437	1.389
319064	mini	value	3	72	74.2	73.1	1.1	73.1	1.1	0.635	2.733
319080	mini	value	2	51.2	51.2	51.2	0	51.2	0	0	0
319082	full	value	4	51.1	60.4	57.85	3.9	56.8	4.077	2.038	6.487
319096	full	value	4	53.2	57.4	55.05	1.275	55.175	1.725	0.863	2.745
319141	full	value	3	74.1	84.4	75.6	5.15	78.033	5.564	3.213	13.823
319153	full	value	5	57.1	71.6	62.9	2.4	63.08	5.34	2.388	6.63
319155	full	value	3	71.3	78.3	74.8	3.5	74.8	3.5	2.021	8.694
319165	full	value	5	51.1	62.8	57.2	9	57.18	5.224	2.336	6.486
319170	full	value	4	65.4	83.4	73.15	5.475	73.775	7.403	3.701	11.78
319187	mini	value	3	60.6	62.7	61.7	1.05	61.667	1.05	0.606	2.609
319189	mini	value	3	54.2	54.4	54.3	0.1	54.3	0.1	0.058	0.248
319197	mini	value	2	65	65	65	0	65	0	0	0
319231	full	value	4	53.7	58.4	56.5	2.675	56.275	2.101	1.051	3.344
319235	mini	value	2	52.4	52.4	52.4	0	52.4	0	0	0
319250	mini	value	2	78	78	78	0	78	0	0	0
319276	mini	value	2	50.7	50.7	50.7	0	50.7	0	0	0
319289	mini	value	3	54.9	58.7	56.8	1.9	56.8	1.9	1.097	4.72
319321	full	value	4	58.4	66.3	63.65	2.95	63	3.354	1.677	5.336
319325	full	value	4	52.4	59.8	56.75	2.375	56.425	3.058	1.529	4.865
319329	full	value	4	71.2	73.9	73	0.675	72.775	1.132	0.566	1.802
319334	full	value	5	51	57.1	53.5	1.9	53.46	2.337	1.045	2.902
319345	full	value	4	74.4	89.9	80.65	5	81.4	6.416	3.208	10.209
319356	full	value	5	51.7	65.2	58.5	2.9	58.5	4.882	2.183	6.062
319361	full	value	5	52.7	65.8	59.9	0.9	59.78	4.67	2.088	5.798
319367	full	value	5	50.3	56.6	53.5	2.2	53.52	2.361	1.056	2.931
319408	full	value	6	57.4	72.8	63.65	3.65	63.867	5.195	2.121	5.452
319433	full	value	5	56.5	81.6	69.9	3.5	69.9	9	4.025	11.175
319459	full	value	5	68.8	72.8	71.1	1	71.1	1.488	0.666	1.848
319460	mini	value	2	62.1	62.1	62.1	0	62.1	0	0	0
319470	full	value	4	59.8	63.2	62.55	1.675	62.025	1.58	0.79	2.514
319471	full	value	5	50.4	61.5	53.5	1.9	54.5	4.196	1.876	5.21
319489	full	value	4	53.1	74.7	64.65	5.925	64.275	8.833	4.417	14.056
319512	mini	value	3	68.6	72.6	70.6	2	70.6	2	1.155	4.968
319525	full	value	6	57.1	76.5	62.1	9.3	64.533	7.486	3.056	7.856
319532	full	value	4	51.6	61.2	55.1	3	55.75	4.004	2.002	6.371
319569	full	value	6	53.1	57.9	55.15	1.075	55.217	1.598	0.652	1.677
319579	mini	value	3	61.3	65.7	63.5	2.2	63.5	2.2	1.27	5.465
319592	mini	value	3	72	72.2	72.1	0.1	72.1	0.1	0.058	0.248
319607	full	value	2	64.1	67.4	65.75	1.65	65.75	2.333	1.65	20.965
319638	mini	value	2	69	69	69	0	69	0	0	0
319678	full	value	3	55.1	77.9	66.5	11.4	66.5	11.4	6.582	28.319
319681	full	value	5	56.2	68.8	63.5	7	63.46	5.184	2.318	6.437
319689	full	value	5	52.4	57.8	55.1	3	55.14	2.185	0.977	2.713
319691	mini	value	3	56.8	63.3	60	3.25	60.033	3.25	1.876	8.074
319707	full	value	4	60.4	70	66.4	3.3	65.8	4.01	2.005	6.381
319710	full	value	5	56.7	66.1	61.1	6.4	61.1	4.032	1.803	5.006
319711	mini	value	2	54.5	54.5	54.5	0	54.5	0	0	0
319715	full	value	2	58.5	58.5	58.5	0	58.5	0	0	0
319726	mini	value	3	77.7	80.2	79	1.25	78.967	1.25	0.722	3.106
319748	full	value	5	58.5	62.6	61.4	0.8	61.1	1.56	0.698	1.938
319806	mini	value	3	60.5	63.5	62	1.5	62	1.5	0.866	3.726
319808	mini	value	2	68.9	68.9	68.9	0	68.9	0	0	0
319814	full	value	5	51.5	73.9	59.1	7.2	59.1	9.064	4.054	11.255
319820	full	value	5	63.4	81.5	69.4	1.7	70.84	6.597	2.95	8.192
319822	full	value	4	50.2	61.3	56.65	3.45	56.2	4.576	2.288	7.281
319824	full	value	6	59.4	76	68.7	7.1	67.733	6.035	2.464	6.333
319827	mini	value	2	60.3	60.3	60.3	0	60.3	0	0	0
319830	full	value	2	68.7	70.1	69.4	0.7	69.4	0.99	0.7	8.894
319875	full	value	4	52.5	61.4	55.5	3.275	56.225	3.772	1.886	6.002
319890	mini	value	3	80.1	85.8	82.9	2.85	82.933	2.85	1.646	7.08
320229	full	value	4	77.4	83.3	79.55	2.9	79.95	2.572	1.286	4.093
320233	full	value	4	62.3	72.3	65.9	4.75	66.6	4.338	2.169	6.903
320234	full	value	3	55.3	58	56.6	1.35	56.633	1.35	0.78	3.354
320248	full	value	4	89.6	92.7	91.5	1.075	91.325	1.292	0.646	2.056
320254	full	value	3	58.8	65.4	62.1	3.3	62.1	3.3	1.905	8.198
320255	full	value	6	58.2	82.4	67.05	3.925	67.683	8.094	3.304	8.494
320256	full	value	6	50.3	82.5	61	11.475	61.917	11.793	4.815	12.376
320277	full	value	4	61	68.1	64.1	2.075	64.325	2.915	1.457	4.638
320280	full	value	6	93.3	99.6	97.4	3.575	96.967	2.499	1.02	2.622
320290	mini	value	2	76.4	76.4	76.4	0	76.4	0	0	0
320345	full	value	4	64.4	72	69.05	2.575	68.625	3.163	1.581	5.033
320357	full	value	6	50.7	58.5	53.5	1.875	53.483	2.779	1.134	2.916
320362	full	value	4	71	82.5	78.65	4.3	77.7	4.883	2.442	7.77
320376	full	value	3	64	68.2	66.1	2.1	66.1	2.1	1.212	5.217
320420	full	value	5	52.8	69.1	60.3	8.7	60.34	6.56	2.934	8.145
320433	mini	value	3	61	64.6	62.8	1.8	62.8	1.8	1.039	4.471
320468	full	value	6	50.3	67.8	60.95	8.9	59.483	6.687	2.73	7.017
320486	mini	value	3	55.8	62.9	59.3	3.55	59.333	3.55	2.05	8.819
320511	full	value	4	55.5	70.9	64.4	4.75	63.8	6.344	3.172	10.095
320525	full	value	5	52.7	67	63.6	2.8	62.06	5.533	2.474	6.87
320547	mini	value	3	62.3	68.6	65.4	3.15	65.433	3.15	1.819	7.825
320560	full	value	4	62.3	73.1	65.7	4.2	66.7	4.63	2.315	7.368
320564	full	value	6	62.2	75.4	67.65	7.775	67.917	5.324	2.174	5.587
320566	full	value	5	51.1	55.8	51.8	1.2	52.5	1.922	0.86	2.387
320570	full	value	3	60.7	67.6	64.2	3.45	64.167	3.45	1.992	8.571
320574	full	value	4	84.5	98.4	96.1	6.925	93.775	6.553	3.276	10.427
320601	full	value	6	50.3	54.2	52.35	1.975	52.333	1.484	0.606	1.558
320607	full	value	6	50.4	69.2	57.65	2.525	58.217	6.157	2.514	6.461
320615	full	value	4	62.1	76.3	67.667	4.7	68.433	5.898	2.949	9.384
320658	full	value	3	70.1	71.5	70.8	0.7	70.8	0.7	0.404	1.739
320668	full	value	5	66.5	77.1	68.5	2.3	69.92	4.203	1.879	5.218
320678	full	value	4	62.7	67.6	63.85	2.2	64.5	2.202	1.101	3.503
320822	full	value	5	62.7	76.2	69	5.3	69.04	5.143	2.3	6.386
320832	mini	value	3	63.6	70.3	67	3.35	66.967	3.35	1.934	8.322
320835	full	value	6	52.5	63.6	58.45	5.6	58.183	4.209	1.718	4.417
320841	mini	value	2	53.9	53.9	53.9	0	53.9	0	0	0
320843	full	value	4	54.9	67	64.9	6.025	62.925	5.681	2.84	9.039
320862	full	value	4	52.8	61.5	56.25	2.85	56.7	3.608	1.804	5.742
320864	full	value	5	64.1	89.2	78.3	8.3	78.3	9.491	4.245	11.785
320888	full	value	5	54.7	82.3	71.8	6.6	71.76	10.546	4.717	13.095
320891	mini	value	3	61	66.7	63.9	2.85	63.867	2.85	1.646	7.08
320896	mini	value	3	53.9	65.1	59.5	5.6	59.5	5.6	3.233	13.911
320901	full	value	5	54.6	63.7	57.1	2.2	57.76	3.549	1.587	4.406
320902	full	value	5	68.3	80.3	77.6	3.5	76.58	4.895	2.189	6.077
321022	full	value	3	82.4	85.6	84.3	1.6	84.1	1.609	0.929	3.998
321025	full	value	6	62	78.6	65.7	3.2	67	5.988	2.444	6.284
321051	full	value	6	52.1	70.4	62.2	3.75	61.917	6.008	2.453	6.305
321053	full	value	5	50	62.9	55.1	3.9	55.1	4.952	2.215	6.149
321063	full	value	5	50.1	63.8	54.4	2.3	55.36	5.122	2.291	6.36
321094	full	value	4	51.4	52.8	52.5	0.65	52.3	0.638	0.319	1.015
321433	full	value	4	53.9	63.8	60.35	3.6	59.6	4.179	2.089	6.649
321453	mini	value	2	77.6	77.6	77.6	0	77.6	0	0	0
321465	full	value	6	51.4	73.6	68.25	6.15	66.567	8.089	3.302	8.489
321467	mini	value	3	54.2	65.8	60	5.8	60	5.8	3.349	14.408
321469	full	value	4	53.7	81.4	70.7	9.325	69.125	11.528	5.764	18.344
321478	full	value	6	54.4	82	68.35	14.25	68.233	10.579	4.319	11.102
321482	mini	value	2	55.7	55.7	55.7	0	55.7	0	0	0
321834	mini	value	2	70.2	70.2	70.2	0	70.2	0	0	0
321841	full	value	3	56.7	85.5	74.3	14.4	72.167	14.518	8.382	36.065
321852	full	value	5	51	74.7	63.5	8.9	63.54	8.978	4.015	11.148
321883	full	value	5	50.9	56.2	53.4	0.2	53.42	1.879	0.84	2.334
321890	full	value	4	55.4	69.8	65.85	6.075	64.225	6.316	3.158	10.051
321892	mini	value	2	58.9	58.9	58.9	0	58.9	0	0	0
321922	full	value	4	61.2	68	64.45	1.775	64.525	2.778	1.389	4.42
321932	full	value	4	54.4	64.4	56.85	4.375	58.125	4.458	2.229	7.094
321945	full	value	6	50.9	65.5	57.9	7.75	58.667	5.666	2.313	5.946
321954	full	value	5	54.5	57.5	55.9	0.7	55.88	1.096	0.49	1.361
321957	full	value	4	50	68.8	64	8.15	61.7	8.336	4.168	13.264
321966	full	value	6	56.7	68.6	61.8	3.05	61.717	4.066	1.66	4.267
321967	full	value	4	65.4	70.6	67.95	1.375	67.975	2.123	1.062	3.379
321976	full	value	4	70.1	76.3	73.35	1.625	73.275	2.533	1.266	4.03
321977	full	value	4	51.3	62.3	53.25	5.375	55.025	5.139	2.569	8.177
321984	full	value	5	50.1	61.1	54.5	3.6	54.46	4.251	1.901	5.278
321987	full	value	5	50	60.4	52.9	3.1	53.4	4.196	1.876	5.21
321992	full	value	6	59.1	71.3	63.1	4.975	63.583	4.539	1.853	4.764
321994	full	value	4	70.4	82.5	75.15	4	75.8	5.025	2.512	7.995
321996	mini	value	3	50	54	52	2	52	2	1.155	4.968
322012	full	value	5	71.6	79.2	75.3	1.3	75.32	2.727	1.22	3.386
322039	full	value	4	63.2	76.3	72.45	5.3	71.1	5.679	2.839	9.036
322041	mini	value	2	65	65	65	0	65	0	0	0
322043	mini	value	3	65.3	76.4	70.8	5.55	70.833	5.55	3.204	13.787
322053	mini	value	3	78.8	79.4	79.1	0.3	79.1	0.3	0.173	0.745
322068	mini	value	2	57.7	57.7	57.7	0	57.7	0	0	0
322082	full	value	5	50.8	69.7	59.8	9.2	59.78	7.447	3.33	9.247
322327	mini	value	3	56.4	58	57.2	0.8	57.2	0.8	0.462	1.987
322347	mini	value	2	59.5	59.5	59.5	0	59.5	0	0	0
322354	full	value	3	63.2	75.4	69.3	6.1	69.3	6.1	3.522	15.153
322365	full	value	2	55.7	55.7	55.7	0	55.7	0	0	0
322384	full	value	3	55.6	69.3	62.5	6.85	62.467	6.85	3.955	17.016
322394	full	value	4	56.6	72.4	63.35	4.775	63.925	6.5	3.25	10.343
322411	mini	value	3	56.9	63.5	60.2	3.3	60.2	3.3	1.905	8.198
322421	full	value	4	81.9	86.7	85.7	2.25	85	2.195	1.098	3.493
322464	full	value	5	66.6	82	70.4	3.9	71.7	6.103	2.729	7.578
322468	full	value	5	50.4	52.1	51.3	0.4	51.32	0.622	0.278	0.772
322620	full	value	6	50.7	61.9	55.95	1.575	55.783	3.641	1.486	3.821
322646	full	value	3	82.6	82.9	82.8	0.15	82.767	0.153	0.088	0.379
322671	full	value	6	50.3	60.9	54.35	4.875	54.817	3.941	1.609	4.136
322730	full	value	6	50.5	73	58.75	7.175	59.9	7.81	3.188	8.196
322731	full	value	5	50.1	56.8	53.9	4	53.88	2.791	1.248	3.466
322738	full	value	5	51.1	59.7	55.8	2	55.8	3.147	1.407	3.908
322755	mini	value	2	70.6	70.6	70.6	0	70.6	0	0	0
322757	mini	value	3	54	57.1	55.5	1.55	55.533	1.55	0.895	3.851
322779	mini	value	2	55.3	55.3	55.3	0	55.3	0	0	0
322784	full	value	5	66.5	72.3	68.2	0.8	68.76	2.152	0.963	2.673
322828	full	value	4	58.9	66.9	64.85	3.425	63.875	3.541	1.77	5.634
322829	full	value	5	70	94.5	85.7	3.6	84.6	9.019	4.033	11.198
322835	full	value	5	55.3	64.3	58.9	1.9	58.88	3.381	1.512	4.198
322860	full	value	6	52.5	65	57.05	6.05	57.583	4.743	1.936	4.977
322892	full	value	5	52.9	58.5	54.1	1.2	54.78	2.192	0.981	2.722
322910	full	value	5	50.5	75.4	64.4	9.8	64.38	9.567	4.279	11.88
322920	mini	value	2	56.4	56.4	56.4	0	56.4	0	0	0
322960	mini	value	3	50.5	52.8	51.6	1.15	51.633	1.15	0.664	2.858
322978	full	value	3	52.3	60.4	55.2	4.05	55.967	4.104	2.369	10.195
323211	mini	value	3	60.7	70.6	65.7	4.95	65.667	4.95	2.858	12.297
323213	full	value	4	73.3	84.1	77.8	5.55	78.25	4.703	2.351	7.483
323221	mini	value	2	65.2	65.2	65.2	0	65.2	0	0	0
323236	mini	value	3	73	75.4	74.2	1.2	74.2	1.2	0.693	2.981
323240	mini	value	3	58.1	61.8	60	1.85	59.967	1.85	1.068	4.596
323252	mini	value	2	57.2	57.2	57.2	0	57.2	0	0	0
323259	full	value	4	58.9	78.7	70.2	6	69.5	8.144	4.072	12.958
323266	full	value	2	74.7	74.7	74.7	0	74.7	0	0	0
323285	full	value	3	50.3	66.9	58.6	8.3	58.6	8.3	4.792	20.618
323286	full	value	3	57	64.6	60.8	3.8	60.8	3.8	2.194	9.44
323296	full	value	4	60.1	64.5	63.1	1.7	62.7	1.883	0.942	2.997
323313	full	value	3	69.1	76.3	73.5	3.6	72.967	3.63	2.095	9.016
323315	full	value	4	78.2	83.5	80.15	1.85	80.5	2.22	1.11	3.532
323317	mini	value	2	84.3	84.3	84.3	0	84.3	0	0	0
323327	full	value	5	51.2	61.1	58.3	2.4	57.68	3.871	1.731	4.806
323333	mini	value	3	64.9	73.1	69	4.1	69	4.1	2.367	10.185
323356	mini	value	3	69.7	71.4	70.6	0.85	70.567	0.85	0.491	2.113
323361	full	value	5	58.9	75.2	73.1	3.5	70.22	6.583	2.944	8.174
323952	full	value	6	50.3	57.5	53.8	2.525	53.883	2.506	1.023	2.63
323955	full	value	4	59.5	80.1	66.45	7.625	68.125	8.734	4.367	13.898
323984	full	value	5	54.6	71.2	64	5.3	63.98	6.254	2.797	7.765
323987	mini	value	2	60.2	60.2	60.2	0	60.2	0	0	0
324002	mini	value	3	61.2	62.2	61.7	0.5	61.7	0.5	0.289	1.242
324003	full	value	3	60.4	67.1	63.6	3.35	63.7	3.351	1.935	8.325
324010	full	value	5	62.2	78.7	70.3	2.1	70.34	5.882	2.63	7.303
324044	mini	value	2	53.3	53.3	53.3	0	53.3	0	0	0
324048	full	value	4	59.2	63.9	60.4	2.075	60.975	2.089	1.044	3.324
324062	mini	value	2	79.7	79.7	79.7	0	79.7	0	0	0
324064	mini	value	2	64.3	64.3	64.3	0	64.3	0	0	0
324066	full	value	5	62	78.4	70.6	7.5	70.58	6.387	2.856	7.93
324074	full	value	5	56.3	65.9	61.3	2.8	61.3	3.541	1.584	4.397
324093	full	value	5	55.1	61.7	58.5	4.1	58.32	2.752	1.231	3.417
324122	full	value	6	56.5	69.1	62.2	8.225	62.883	5.246	2.142	5.505
324126	full	value	6	60.4	75.9	65.35	2.225	66.233	5.206	2.125	5.463
324147	full	value	4	50.1	58.4	51.75	3.95	53	3.822	1.911	6.081
324188	mini	value	2	78.8	78.8	78.8	0	78.8	0	0	0
324192	full	value	6	57.1	74.9	65.85	2.55	66.267	5.745	2.346	6.03
324193	mini	value	3	52.3	53.7	53	0.7	53	0.7	0.404	1.739
324194	mini	value	3	51.3	60.1	55.7	4.4	55.7	4.4	2.54	10.93
324196	full	value	4	67.8	81.6	69.4	5.1	72.05	6.474	3.237	10.301
324215	full	value	4	53.8	62.4	58.5	2.45	58.3	3.522	1.761	5.605
324222	mini	value	3	51.9	52.1	52	0.1	52	0.1	0.058	0.248
324228	full	value	3	52.5	65.8	59.1	6.65	59.133	6.65	3.839	16.52
324249	mini	value	2	78.1	78.1	78.1	0	78.1	0	0	0
324251	mini	value	3	55.8	59.1	57.5	1.65	57.467	1.65	0.953	4.099
324408	full	value	6	54.6	70.7	62	2.325	62.3	5.185	2.117	5.441
324415	full	value	5	51.7	55.9	53.7	1.5	53.72	1.579	0.706	1.96
324416	full	value	6	56.9	70.9	60.1	2.475	61.383	4.96	2.025	5.205
324420	full	value	5	58.9	70.8	64.6	10.6	65.06	5.65	2.527	7.015
324421	mini	value	2	55	55	55	0	55	0	0	0
324431	mini	value	3	53.5	58.7	56.1	2.6	56.1	2.6	1.501	6.459
324434	mini	value	2	86.6	86.6	86.6	0	86.6	0	0	0
324643	mini	value	2	69.2	69.2	69.2	0	69.2	0	0	0
324645	full	value	6	50.7	62.6	55.7	7.325	56.667	4.858	1.983	5.098
324655	full	value	4	75	88.3	82.4	3.625	82.025	5.449	2.725	8.671
324657	full	value	5	64.6	72.7	67.8	3.5	67.8	3.233	1.446	4.015
324664	full	value	3	57.4	60	58.7	1.3	58.7	1.3	0.751	3.229
324681	full	value	4	52.9	58.3	56	1.35	55.8	2.217	1.108	3.527
821022	full	value	4	77.8	85.9	81.2	2.475	81.525	3.337	1.669	5.31
